Text,Class,Label
Yep -- will follow up.,0,ham
"....................AS SOON AS WE RECIEVE THIS, WE WILL COMMENCE WITH ALL NESSCCARY PROCEEDURES IN OTHER TO REMMIT THIS MONEY INTO YOUR ACCOUNT. THE CENTRAL BANK GOVERNOR, EXECUTIVE, BOARD OF DIRECTORS AND THE SENATE COMMITTEE FOR FOREIGN OVER DUE INHERITTANCE FUND HAVE APPROVED AND ACCREDITED THIS REPUTABLE BANK WITH THE OFFICE OF THE DIRECTOR, INTERNATIONAL REMITTANCE / FOREIGN OPERATIONS, TO HANDLE AND TRANSFER ALL FOREIGN INHERITTANCE FUNDS THIS SECOND QUARTER PAYMENT OF THE YEAR. HOWEVER, WE SHALL PROCEED TO ISSUE ALL PAYMENTS DETAILS TO THE SAID MRS. WHITE, IF WE DO NOT HEAR FROM YOU WITHEN THE NEXT SEVEN WORKING DAYS FROM TODAY.WE ARE SORRY FOR ANY INCOVINENCE THE DELAY IN TRANSFERING OF THIS FUND MUST HAVE CAUSED YOU.BEST REGARDS,PROF CHARLES SOLUDOCENTRAL BANK GOVERNOR",1,spam
I'll tell him...,0,ham
Dear=2C I Hope This Mail Meets You In Good Health And Spirit=2C I Am=2CFarhan Ghulam=2CFrom Cote D'Ivoire=2E Presently=2C I Live As A Refugee In republic of senegal dakar =2C With My Younger Sister Ashia =2E I Am A Victim Of War And The Son Of Late Mr=2E and Mrs=2E Alahaji Abdullah Ghulam =2E The Assassinated Former Assistant Director Of Cote D'Ivoire Gold And Diamond Mining Corporation=2E My Father Was Killed With Other Government Officials During Official Hours When The Rebel Troops Stormed And Raided The Mining Corporation Office At The Heat Of The Crisis In My Country=2E A Few Weeks Later=2C The Rebels Also Invaded Our Residential BuildingIn Which My Mother And one of my younger sister our last born with Two Of Our Security Men Were Killed In The Compound While I Was Out For A Special Research Program And My Younger Sister Was In School=2EI Had A Singular Shock And Trauma=2C Which Compelled Us To Flee From The Country To republic of senegal dakar By The Help Of An Army Colonel=2C Who Is A Close Friend Of My Late Father=2E I Have First Degree In Marketing And Would Have Further My Education If Not For The Death Of My Parents=2E I Have Never Worked To Earn My Living Since My Late Parents Had Enough Wealth For Us=2E I Am Contacting You Now Because Of The Present Difficulty I Am Facing=2E Unfortunately My Father's Two Accounts In West Africa Have Recently Been Frozen=2E However This Did Not Affect The Two Million And Six Hundred Thousand Dollars =28Us$2=2E600=2C000=29=2C Which He Kept in finance company in oversea=2E For Now=2C I Am Having Every Information And Document Needed For The Clearance Of The Money In The finance company In oversea And I Want You To Act As The Beneficiary Of The Fund For Easy And Smooth Transfer To Your Account Abroad For Investment Purposes=2EYou Will No Doubt Be Adequately Compensated With As Well As A Percentage Of The Profit From Investment Of The Fund=2E Also You Will See To It That My Sister And I Come Over To Your Country At The Earliest Possible Time=2E I Am Making This Request To You With Tears In My Eyes And I Feel That Allah Almighty Will Touch You With His Spirit To Listen To My Cry For Help And Answer Me Without Delay=2E Since Our Breadwinner Is No More And This Is The Only Hope For Life=2E You Positive Response Will Give Me The Greatest Joy And Relief=2E Allah Bless You For Your Kind Assistance We Have Agreed To Offer You 25% Of The Total Sum=2E I am Seriously Waiting For Your Urgent Reply=2E Best regard=2EYour Full Address Contact and other things=2E NAME=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E MAILING ADDRESS=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E AGE=3A=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E STATUS=3A=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E STATE=2FCOUNTRY=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E BANK=2FACCONUT NUMBER=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E TELE=2FFAX NUMBERS=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E=2E Farhan & Ashia Ghulam=2E CONTACT ME AND MY Sister WITH THIS ADDRESS=2E E-MAIL ADDERSS =3Afarhan=5Fghulam11111=40yahoo=2Eco=2Euk ,1,spam
Where are you on it - will you have a revised version today to give direction of your desires?At moment we have addl comments in from a derek sandy george (on mep) dennis r ams and we are holding offdoing a new draft until we get a sense from you about your edits.Cdm,0,ham
"DearMy name is Prince George Sanoussi, The first son of Late Zainoul  Abidine Sanoussi.The former foreign Affairs Minister of my country (Guinea-Conakry).My father revealed to me about a deposit of a trunk box. The content of this trunk box is fhe sum of (Eighteen Million United States of American Dollars) which was his share from a secret sale of Diamond when he was in the office.I sincerely ask for your assistance to get this Funds out and your share for assisting me will be 15%.I want to assure you that this transaction is 100% risk free. Best Regardsprince George Sanoussi",1,spam
And after he lifted his hold the trade preference legislation passed the senate tonight. You probably saw they arevoting on final passage on the health reform bill and debt limit increase on Thursday morning beginning at 8 am. I wouldexpect and hope for our nominees to move after that.,0,ham
Tamera we are so excited you are keeping tradition this year!,0,ham
"Supera tutti i limiti di velocita' con Tiscali Adsl 2 Mega Free.Sei libero da costi fissi e, se ti abboni entro l'8 novembre,navighi gratis tutto l'anno.http://abbonati.tiscali.it/adsl/",1,spam
Pls print.H <hrod17@clintonemail.com>Monday June 1 2009 1:14 PM'abedinh@state.gov'Re: Blair— Reason: 1.4(B) 1.4(D) — Declassify on: 05/22/2030,0,ham
Ok,0,ham
Can you talk tomorrow before 10:30 am?,0,ham
Dear Friend=2CI am Mrs=2EMercy Kume=2C wife of late Mr Anthony Kume=2C a wealthy Zimbabwean farmer who was brutally murdered in a land dispute together with his oversea partner Mr=2E pete Bailey and the whole of his family as result of land act reform by Zimbabwean president Robert Mugabe=2E The whole of  our farmland amd properties were destroyed by the mobs=2E The new land act reform which affected the white and black farmers=2C resulting to massive killing by war veterans and lunatics in the society=2EMy husband died without leaving a word neither to me nor our only son=2C but his partner was rushed to the hospital where he later died after 2 days=2E Before my husband partner died=2C he confided in me that he deposited US$29=2C000=2C000 =28Twenty Nine million united states dollars=29 in one private security company in Europe=2C that the money was meant for the purchase of new machineries for mechanised agriculture for the Zimbabwean farmers movement and new farms in Swaziland=2E He said that all I have to do is to source for an oversea partner who can be placed as the Beneficiary of the fund so that I and my son can have a new lease of life again=2E He made me promise that since he has no other leaving relatives=2C that I will not let money go down the drain=2EI was later diagnosed to have cancer of the breast which resulted to my losing one part of the breast to surgery=2E Presently=2C I am hospitalised because my condition started deteriorating in a very strange manner=2E My doctor gave me the saddest news of life as he told me that the cancer has spread to every part of my body including my liver=2E I have been boldly told that I just have a very short time to leave=2E As things are now=2C I am not afraid to die=2C but I don=A1=AFt want my son to suffer and I don=A1=AFt want to let late Mr=2EBailey down by not having this claimed=2EConsequently=2C my proposal is that I will like you as a foreigner to stand in as the next of kin to Late Mr=2E Pete Bailey =2EThis you can do by corroborating with my Kenneth who is currently seeking political asylum in Europe=2C and our family attorney to actualise this claim=2E I will request that you send me your personal details viz=3A Your full name and private home address=2C your telephone and fax number=2Ethis will enable the attorney to place you as the next of kin to late Mr=2EPete Bailey=2EThe sharing mode will be as follows=2E1=2E30% of the fund will be for you2=2E50% will be for my son which you will have to invest for him as his guadian=2E3=2E10% will be donated to the Southern African research center for cancer=2E4=2EWhile 10% will be set out for all the bills encured to conclude this transaction including the attorney fees=2EThere is no risk at all as all the paperwork for this transaction will be done by the Attorney and with my support and endorsement I can guarantee the successful execution of this transaction=2E I cannot answer to any phone calls here in the hospital because of my situation=2ESo if you are interested in this transaction=2C kindly declare your interest by replying to this  e-mail via my private mail mercykume=40netscape=2EnetFor your information the success and safety of this transaction will depend on your co-operation to keep it confidential and secret=2EAs soon as I receive your favourable reply =2C I will proceed to forward you with further information=2EThank you and may God bless you=2EYours respectfully=2CMercy Kume=28Mrs=29 ,1,spam
Coming soon.,0,ham
"Dear Sir,I am Memuna Mousa from Kuwait. I am married to late Moulla Abass mousa of blessed memory who worked with kuwait embassy in Sudan for twelve years before he died in the year 2000.We were married for eleven years without a child. he died after a brief illness that lasted for only four days. Before his death we were both devoted Muslims. Since his death I too have been battling with both Cancer and fibroid problem.When my late husband was alive he deposited the sum of ($10.5million (TEN MILLION,FIVE HUNDRED THOUSAND U.S DOLLAS) with a Bank somewhere in Europe. Recently, my doctor told me that i would not last for the next six months due to cancer problem. Though what disturbs me most is my stroke sickness. Having known my condition I decided to donate this fund to either a Muslim organization or devoted Muslim individual that will utilize this money the way I am going to instructs here in.I want this muslim organization or individual to use this money all sincerity to fund mosques, orphanages, widows,and also propagating the word of ALLAH and to ensure that thesociety upholds the views and belief of the Holy Quran. The Holy Quran emphasizes so much on Allah's benevolence and this encourage me to take the bold step.I took this decision because I don't have any child that will inherit this money and my husband relatives are new christian's converts and I don't want a situation where this money will be used in an Unholy manner. Hence the reasons for taking this bolddecision. I know that after death I will be with Allah the most beneficent and the most merciful.I don't need any telephone communication in this regard becasue of my health and becasue of the presence of my husbands' relatives around me always. I don't want them to know about this development. With Allah all things are possible. As soon as I receive your reply I shall give you the contact of the Bank where the money was deposited. I will also issue you a power of Arttorney to the Bank authorizing them that the said fund have been willed to you and a copy of such authorization will be forwarded to you. I want you and muslim community where you reside to always pray for me.My happiness is that I lived a true devoted muslim life worthy of emulation. Whosever, that wants to serve Allah must serve him in truth and in fairness. Please always be prayerful all through your life. Any delay in your rely will give room in sourcing for a Muslim organzation or a devoted Muslim for this same purpose.",1,spam
We'll make sure a rep is there.,0,ham
"prosperous Oil/Gold merchant had in our Bank the sumof $28.5million in a domiciliary account.Unfortunately, he was killed in a ghastly motoraccident in Benin Republic in 2001. Efforts had been made bythe management of my bank through the AustralianEmbassy to contact any of the deceased children but tono avail.We later discovered that he had no children.Given theskeletal information available to the bank,it has sofar been impossible to reach any of the relatives.The situation left for the Management is to declarethe deceased account dormant and revert the funds totrading for interest to the Bank. In order to avoidthis development, my Colleagues and I now seek yourapproval to have you stand as a distant relative toEngr Donald Pepper,so that the money would be releasedto you.All documents and proofs to enable you get the moneywill be carefully packaged once we receive yourconsent on this proposal.I shall apply for a leave assoon as the funds get into your reliable account tocome to your country for sharing and investments whichyou will assist me in doing.May I assure you that this is safe and risk-free, aswe have taken care of all necessary modalities toensure a hitch-free movement. I have the authority ofmy partners involved in this assignment to proposethat should you be willing to assist us in this,yourshare would be 25%.I have reposed my confidence in you and hope that youwill not disappoint me.Best Regards,DR Andrew Godson....................ANDREW GODSONGRAND FINANCE AND TRUST BANKAUDIT AND ACCOUNT SECTIONCOTONOU,REPUBLIC DU BENIN+229-40-35-48....................",1,spam
FROM MRS=2ECOMFORT SOMBA=2E ABIDJAN COTE D' IVOIRE WEST AFRICA=2EDearest=2C I am Mrs Comfort Somba from India=2E I am married to Late Mr Daniel Somba who worked with India embassy in Ivory Coast for nine years before he died in the year 2001=2E We were married for eleven years without a child=2E He died after a brief illness that lasted for only four days=2E Since his death I decided not to remarry or get a child outside my matrimonial home which the Bible is against=2E When my late husband was alive he deposited the sum of $5=2E5Million =28Five Million Five Hundred Thousand U=2ES=2E Dollars=29 in one of the Security Company here in Abidjan=2E Recently=2C my Doctor told me that I have serious sickness which is cancer problem=2E The one that disturbs me most is my stroke sickness=2E Having known my condition I decided to donate this fund to a church or individual that will utilize it the way I am going to instruct herein=2E I want a God fearing person that will use this fund for orphanage Homes=2C widows=2C propagating the word of God and to endeavour that the house of God is maintained=2E The Bible made us to understand that Blessed is the hand that gives=2C I took this decision because I don't have any child that will inherit this money and I don' t want my husband's efforts to be wasted or abandoned or a situation where this money will be used in an ungodly way=2E Due to my health conditions=2C I have forwarded all the necessary documents required for this fund released to the Security Company and also an Authority Letter Directing the Security Company to release this deposited family treasure to you as soon as you Identify yourself to the Security Company as the deposited family treasures recipient=2E Kindly contact the Security Company and request for this deposited family treasure as I have directed you=2EHoping to receive your reply Immediately=2E Yours in Christ=2C Mrs Comfort Somba=2E,1,spam
I will do today. So try to set up asap.,0,ham
"DR H.B OHAMSAccountant,The Nigeria NationalPetroleum Corporation (NNPC)LAGOS,NIGERIA .STRICTLY CONFIDENTIAL FOR MUTUAL BENEFITI am DR H.B OHAMS,one of the very many accountants of The Nigeria=20National Petroleum Corporation (NNPC) and I head a five man tender board in= charge ofcontract award and payment approvals.There were series of contracts executed by a consortion of multinationals i=n the oil ndustry in favour of Nigeria National Petroleum Corporation (NNPC=).The original value of some contracts done for my corperation were delebrate=ly over invoiced for OUR own use in the sum $29mUSD (twenty nine Million Un=ited States Dollars Only) which has now been approved and is now ready to b=e transferred, being that thecompanies that actually executed these contracts had been fully paid when t=he projestswere officially commissioned.It does not matter whether your company did the contract or not, the assump=tionis that your company won the major contract and sub-contracted it out to ot=her ompanies.Consequently, my colleaques and I are willing to transfer the total amount =to your account for subsequent disbursement, since we as civil servants are= prohibited by the code of onduct bureau (civil service laws) from opening =and or operating foreign accounts in our names.WAITING FOR YOUR RESPONSE.THERE AND THEN I WILL GIVE YOU MORE DETAILS.THANKSDR H.B OHAMSFreeserve AnyTime - HALF PRICE for the first 3 months - Save =A37.50 a mont=h=20www.freeserve.com/anytime",1,spam
Am in office today.Meetings at 8:30am 9am 9:30 10am and then none b/w 11am - 2pm.cdm--,0,ham
Near you there is a palena on connecticut which is rated one of the best restaurants in dc. Use fresh local produce foreverything.There's also bourbon steak in the four seasons. They have some quiet booths and the food is really good.,0,ham
Fyi,0,ham
There are a few things on there way to you this morning:- call sheet for aliyev for today. Phil has discussed with you but its to urge him not to derail the turkey/armenia talks.They are 9 hours ahead. Can we do soon?-your schedule for the next few days. just need final sign off from you.- a lona memo with questions for the next few weeks.,0,ham
Can you pls send me a copy for today?,0,ham
MS — Apologies for the late notice on this but I just heard that today is•U,0,ham
One could serve till the end of 2011. And if recess appointed the name stays on the exec calendar and chances are theindividual would still be confirmed the old fashioned way. So there would be no need to be reappointed. The fact ismost people who are recess appointed do get confirmed.,0,ham
I was holding the 4pm but all flights look good as of this afternoon.Lona ValmoroSpecial Assistant to the Secretary of State(202) 647-9071 (direct),0,ham
"Dear friend.I know that this letter may come to you as a surprise.I got your address through a local Business directory on the web.I must apologize for taking some of your valuable time to explain a proposal that I believe will be of utmost benefit to us.I am manager of bill and exchange at the foreign remittance department of African Developement Bank.(A.D.B.) In my department we discovered an abandoned sum of NINTEEN MILLION, THREE HUNDRED THOUSAND UNITED STATES DOLLARS ($19,300,000.00 ) in an account that belongs to one of our foreign customer who died along with his entire family in a plane crash .you can also confirm this in the website asSince the bank got information about his death we have been expecting his next of kin to come over and claim his money because we cannot release the fund unless somebody applies for it as next of kin or relation to the deceased as indicated in our banking guidelines and laws but unfortunately we learnt that all his supposed next of kin died alongside with him at the plane crash leaving nobody behind for the claim and our banking law and guideline here stipulates that if such money remains unclaimed after five years,such money will be moved into the banking treasurer as unclaimed fund.The request of a foreigner as next of kin in this business is occassioned by the fact that the deceased customer was a foreigner and a Burkinabe cannot stand as next of kin. 25% of the total money will be for you as a foreign partner while 5% will be set asite to cover any expenses that might be incured during the process of transfering the fund to your nominated bank account.If you're willing to handle this deal with me kind get back to me with your Private telephone and fax numbers for easy communicationas well as your personal picture or a copy of your international passport to enable me know whom i'm dealling with.Meanwhile, i will send to you an  application form which you will fill and send  directly to the bank.Note:I demand the hightest trust from you to keep this business strictly confidential for security reasons as you may know that the bank don't know that i am the one that contacted you to stand for this claim.Best regards,Mr Henry Kabore_________________________________________________________________Express yourself instantly with MSN Messenger! Download today it's FREE! http://messenger.msn.click-url.com/go/onm00200471ave/direct/01/",1,spam
I wanted to ask that you check w Eikenberry about the memo I requested from him that was only for me. Did he send it?,0,ham
"This evening cloture was invoked on the motion to proceed to Majority Leader Reid's health care bill 60 to 39.It was a straight party line vote. Despite some early concern over how they would vote Senators Ben Nelson Landrieuand Lincoln voted with the caucus. Each has warned they're not a guaranteed ""yes"" vote on final passage.Senators voted from their seats and Senator Dodd sat in the chair during the vote. The vote was followed by briefapplause.Per the UC agreement negotiated by Reid and McConnell this evening's cloture vote will also double as the vote on theunderlying motion to proceed meaning the Senate will recess after the vote and will be on the health care bill when itreturns from the Thanksgiving recess.",0,ham
"FROM THE DESK OF MR.MUHAMED HASSANEBILL AND EXCHANGE MANAGERAFRICAN DEVELOPMENT BANK (ADB)OUAGADOU-BURKINA FASODEAR FRIEND,THIS MESSAGE MIGHT MEET YOU IN UTMOST SURPRISE,HOWEVER,IT'S JUST MY URGENT NEED FOR FOREIGN PARTNER THAT MADE ME TO CONTACT YOU FOR THIS TRANSACTION.I AM A BANKER BY PROFESSION FROM BURKINA FASO IN WEST AFRICA AND CURRENTLY HOLDING THE POST OF BILL AND EXCHANGE MANAGER IN OUR BANK,AFRICAN DEVELOPMENT BANK(ADB).I HAVE THE OPPORTUNITY OF TRANSFERING THE LEFT OVER FUNDS ($25.5MILLION) OF ONE OF MY BANK CLIENTS. MR. ANDREAS SCHRANNER,WHO DIED ALONG WITH HIS ENTIRE FAMILY ON 31 JULY 2000 IN A PLANE CRASH,LIVING NOBODY BEHIND TO CLAIM HIS LEFT OVER FUND WITH MY BANK.YOU CAN CONFIRM THE GENUINESS OF THE DECEASED DEATH BY CLICKING ON THIS WEB SITE.http:/ews.bbc.co.uk/1/hi/world/europe/859479.stmHENCE,I AM INVITING YOU FOR A BUSINESS DEAL WHERE THIS MONEY CAN BE SHARED BETWEEN US IN THE RATIO OF 30/70 IF YOU AGREE TO MY BUSINESS PROPOSAL,FURTHER DETAILS OF THE TRANSFER WILL BE FORWARDED TO YOU AS SOON AS I RECEIVE YOUR RETURN MAIL.HAVE A GREAT DAY.YOURS FAITHFULLY,MUHAMED HASSANEBILL AND EXCHANGE MANAGERAFRICAN DEVELOPMENT BANK (ADB)._________________________________________________________________Express yourself instantly with MSN Messenger! Download today it's FREE! http://messenger.msn.click-url.com/go/onm00200471ave/direct/01/",1,spam
FYI,0,ham
Rich reports that Kurt Ellen Tauscher and Dan Rooney were confirmed tonight!,0,ham
I agree. Thx.,0,ham
"Diamond. I cordinated the entire Diamond trade in thesub-region and this ran into hundreds of Million ofDollar.While carrying out this operation, I was able to divertthe sum of US$45,000,000.00 (Forty-Five MillionUnited States Dollars) for my personal benefit, andit is concelled into 4 Trunk Boxes and deposited asartifacts materials with ecowas diplomatic Security and cargo unit  in Accra-Ghana. The Security Company does not know thetrue contents of the consignments. This is only known to you and me, and I hope you will keep this confidential.Now that Charles Taylor is no more in Power, I thoughtit wise to move the money out to any  country of theworld for investment purposes. Now I am contacting youseeking your assistance to help me in transfering thismoney to your country. All you need do is to makenecesary arrangement and fly down to Accra-Ghana, see themoney and talk about it.Already, I have the consent of the Security Company Director in Accra-Ghanawho has agreed to help us move the consignments out throughDiplomatic means to their affilliate office in Europe. I am offering you 25% of the total amount involved forassisting me while 5% is set aside for any expenses that might be incurred duringthe completion of this project, and the remaining 70% will be used for any lucrativeinvestment you will introduce me into.Best Regards,Chief Thomas Nimely yaya.",1,spam
"  PLEASE REPLY TO MY PRIVATE MAIL BOX----massaquoezab@mail.grDEAR FRIEND,THROUGH THE COURTESY OF BUSINESS OPPORTUNITY, I TAKE LIBERTY ANCHORED ON ASTRONG DESIRE TO SOLICIT YOUR ASSISTANCE ON THIS MUTUALLY BENEFICIAL ANDRISKFREE TRANSACTION WHICH I HOPE YOU WILL GIVE YOUR URGENT ATTENTION.I AM MR.ZABITO MASSAQUOE  I AM MOVED TO WRITE YOU THIS LETTER ,THIS WAS INCONFIDENCE CONSIDERING, OUR PRESENT CIRCUMSTANCE AND SITUATION.I ESCAPED WITH MY WIFE AND CHILDREN  OUT OF SIERRA LEONE TO GHANA WHERE WE ARE PRESENTLY RESIDING  ON TEMPORARY POLITICAL ASYLUM.HOWEVER, DUE TO THIS SITUATION I DECIDED TO CHANGE MOST OF MY BILLIONS OFDOLLARS DEPOSITED IN SWISS BANK AND OTHER COUNTRIES INTO OTHER FORMS OFMONEY CODED FOR SAFE PURPOSE BECAUSE THE NEW HEAD OF STATES  AHMED TIJJANKABBA MADE ARRANGEMENTS WITH THE SWISS GOVERNMENT AND OTHER EUROPEANCOUNTRIES TO FREEZE ALL MY TREASURES DEPOSITED IN SOME EUROPEANCOUNTRIES,HENCE I AND MY WIFE  ALONG WITH MY CHILDREN, DECIDED LAYING LOWIN AFRICA TO STUDY THE SITUATION TILL WHEN THINGS GETS BETTER,SINCEPRESIDENT TIJJAN KABBA TAKING OVER GOVERNMENT AGAIN IN SIERRA LEONE ONE OFMY  CHATEAUX IN SOUTHERN FRANCE WAS CONFISCATED BY THE FRENCHGOVERNMENT,AND AS SUCH WE HAD TO CHANGE OUR IDENTITY SO THAT OURINVESTMENT WILL NOT BE TRACED AND CONFISCATED.I HAVE DEPOSITED THE SUM OF THIRTY MILLION,FIVE HUNDRED THOUSAND UNITEDSTATES DOLLARS(US$30,500,000)WITH A SECURITY COMPANY FOR SAFEKEEPING.THE FUNDS ARE SECURITY CODED TO PREVENT THEM FROM KNOWING THE ACTUALCONTENTS.WHAT I WANT YOU TO DO NOW IS TO INDICATE YOUR INTEREST THAT YOU WILLASSIST ME AND MY IMMEDIATE FAMILY BY RECEIVING THE MONEY ON OUR BEHALF.THE ACCOUNT REQUIRED FOR THIS PROJECT CAN EITHER BE PERSONAL,COMPANY OR ANOFFSHORE ACCOUNT THAT YOU HAVE TOTAL CONTROL OVER,YOUR AREA OFSPECIALISATION WILL NOT BE A HINDERANCE TO THE SUCCESSFUL EXECUTION OFTHIS TRANSACTION.ACKOWLEDGE THIS MESSAGE,SO THAT I CAN INTRODUCE YOU TO MY FAMILY AS OURFOREIGN TRUSTED PARTNER WHO SHALL TAKE CHARGE OF OUR INVESTMENT ABROADWHERE WE NOW PLAN TO SETTLE.I WANT YOU TO ASSIST US IN INVESTING THIS MONEY,BUT I WILL NOT WANT OURIDENTITY REVEALED.I WILL ALSO WANT TO BUY PROPERTIES AND STOCKS INMULTI-NATIONAL COMPANIES AND TO ENGAGE IN OTHER SAFE AND NON SPECULATIVEINVESTMENTS.WE HAVE BEEN THROUGH A LOT OF HEALTH AND SPIRITUAL TURMOIL,HENCE WILL NEEDYOUR UNDERSTANDING AND ASSISTANCE.MAY I AT THIS POINT EMPHASIZE THE HIGH LEVEL OF CONFIDENTIALLITY WHICHTHIS BUSINESS DEMANDS AND HOPE YOU WILL NOT BETRAY THE TRUST ANDCONFIDENCE WHICH WE REPOSE IN YOU.I SHALL PUT YOU IN THE PICTURE OF THIS BUSINESS,I.E TELL YOU WHERE THEFUNDS ARE CURRENTLY BEING MAINTAINED AND ALSO DISCUSS OTHER MODALITIESINCLUDING REMUNERATION FOR YOUR SERVICES.I SHALL INFORM YOU WITH  THE NEXT LINE OF ACTION AS SOON AS I RECEIVE YOURPOSITIVE RESPONSE.IS THIS PROPOSITION ATTAINABLE?IF IT IS,PLEASE KINDLY FURNISH MEIMMEDIATELY BY E-MAIL WITH YOUR DIRECT TELEPHONE AND FAX NUMBERS TOENHANCE THE CONFIDENTIALLITY WHICH THIS BUSINESS DEMANDS.PLEASE REPLY TO MY PRIVATE EMAIL; massaquoezab@mail.grBEST REGARDSMR.ZABITO MASSAQUOE.__________________________________________________________  For special offers on latest publications on Malta or by Maltese authors go to http://shop.di-ve.com",1,spam
"<html><head><title>From Mrs. G. Ajith Kumar</title></head><body bgcolor=""#ffffff"" leftmargin=5 topmargin=5 rightmargin=5 bottommargin=5><font size=2 color=""#000000"" face=""Verdana""><div><br></div><div>Dear Beloved,</div><div><br></div><div>I am Mrs.Ganeshwary Ajith Kumar  from the war torn district of Jaffna in Sri Lanka{which i suppose you know about}  with my 6 year old son. I am married to a contractor here  who happened to loose his life in the war zone because he is opposed to the rebel group. Since the death of my husband and my 15 year old daughter things have not been thesame.</div><div><br></div><div><br></div><div>We managed to get ourselves in the Chavakachcheri division of Jaffna peninsula where we have been in a camp with more or less to eat and drink. I have been making some arrangement to leave here with my son and relocate to another country but it is not easy because i have no money with me. I have a consignment which contains cash and other valuables that my late husband always told me about that he deposited in a security firm in Europe which i will require your assistance to get so that i could make haste and  leave this war torn zone. I really need the content of this consignment because for you to get out of here safely you have to pay heavy money to the rebels so that they will guide you safely to a safe zone and i have nothing on me to do that that is why i contacted you to assist me get the consignment so that i could make arrangements to leave this place.</div><div><br></div><div><br></div><div>At the moment my only means of communication is through my late husband's laptop which i have with me here {because there is free internet connection around here} as we do not have access to telephone and are afriad of leaving this camp because of constant shelling and fighting outside. Please i will like you to assist me to have a safe and better life and also for many more others that are here whom i want to help get out of here too.</div><div><br></div><div><br></div><div>I will inform you more when i hear from you.</div><div><br></div><div>God Bless</div><div>Mrs. Ganeshwary Ajith Kumar</div><div><br></div></font></body></html>",1,spam
